epoch	batch	loss	probs	lr
1	0	6.049983024597168	0.006437547039240599	0.01
1	1	6.038180828094482	0.006496797781437635	0.01
1	2	6.040750026702881	0.006497805938124657	0.01
1	3	6.0152668952941895	0.006673573516309261	0.01
1	4	6.004004001617432	0.006729176267981529	0.01
1	5	6.023073673248291	0.0066856988705694675	0.01
1	6	6.041489601135254	0.006553363986313343	0.01
1	7	6.027344703674316	0.0066381096839904785	0.01
1	8	5.987516403198242	0.0068580531515181065	0.01
1	9	5.922358512878418	0.0073210070841014385	0.01
1	10	5.986915588378906	0.007166714407503605	0.01
1	11	5.881460189819336	0.007814666256308556	0.01
1	12	6.163724899291992	0.006356377154588699	0.01
1	13	6.1484479904174805	0.006069358438253403	0.01
1	14	6.089239120483398	0.006283128634095192	0.01
1	15	6.0563483238220215	0.006562304683029652	0.01
1	16	5.999866008758545	0.006862772163003683	0.01
1	17	5.9989166259765625	0.006889534182846546	0.01
1	18	5.9197564125061035	0.007389463484287262	0.01
1	19	6.083503723144531	0.0067129675298929214	0.01
1	20	5.8649091720581055	0.00783145148307085	0.01
1	21	6.085873126983643	0.006938274949789047	0.01
1	22	5.9998955726623535	0.007101660594344139	0.01
1	23	6.087590217590332	0.0066855717450380325	0.01
1	24	6.135226726531982	0.006646385416388512	0.01
1	25	6.0060014724731445	0.006908525712788105	0.01
1	26	5.946597576141357	0.007282565347850323	0.01
1	27	6.029515266418457	0.006679625250399113	0.01
1	28	6.039244174957275	0.006640291307121515	0.01
1	29	6.009360313415527	0.006791760213673115	0.01
1	30	6.012020111083984	0.006753756199032068	0.01
1	31	5.938874244689941	0.00722344359382987	0.01
1	32	5.956764221191406	0.007200310006737709	0.01
1	33	6.054041862487793	0.007043160498142242	0.01
1	34	5.945028305053711	0.007183238863945007	0.01
1	35	5.996095180511475	0.006992013193666935	0.01
1	36	5.940563201904297	0.007230734918266535	0.01
1	37	5.813575267791748	0.00817315373569727	0.01
1	38	5.853898048400879	0.00782887451350689	0.01
1	39	5.8877363204956055	0.007755560334771872	0.01
1	40	5.841214656829834	0.008151858113706112	0.01
1	41	6.039722442626953	0.007337728049606085	0.01
1	42	5.994622230529785	0.007527625188231468	0.01
1	43	6.002444744110107	0.007386304903775454	0.01
1	44	5.772279262542725	0.008523871190845966	0.01
1	45	5.815833568572998	0.008411070331931114	0.01
1	46	5.937495231628418	0.00751434825360775	0.01
1	47	5.971778869628906	0.007220415398478508	0.01
1	48	5.8815226554870605	0.007658436894416809	0.01
1	49	5.915300369262695	0.0074230064637959	0.01
1	50	5.914734840393066	0.007489020936191082	0.01
1	51	5.910065650939941	0.007414304185658693	0.01
1	52	5.967284679412842	0.007263693492859602	0.01
1	53	6.132950305938721	0.006637040060013533	0.01
1	54	5.829134464263916	0.008023930713534355	0.01
1	55	5.992595195770264	0.007026989012956619	0.01
1	56	5.9191203117370605	0.007382389158010483	0.01
1	57	4.923145294189453	0.020208682864904404	0.01
2	0	5.94024658203125	0.007267576176673174	0.01
2	1	6.2370686531066895	0.006435328163206577	0.01
2	2	5.9553680419921875	0.0071085295639932156	0.01
2	3	5.994104385375977	0.006895224563777447	0.01
2	4	5.974857807159424	0.006973057519644499	0.01
2	5	5.989683151245117	0.006887449882924557	0.01
2	6	6.042847633361816	0.0067162965424358845	0.01
2	7	6.0666327476501465	0.0066654556430876255	0.01
2	8	6.050248146057129	0.0067195589654147625	0.01
2	9	6.058387756347656	0.006610716227442026	0.01
2	10	5.941885948181152	0.0071867420338094234	0.01
2	11	5.986170768737793	0.00688607431948185	0.01
2	12	6.037375450134277	0.0065751150250434875	0.01
2	13	5.972212314605713	0.006977281533181667	0.01
2	14	6.019383430480957	0.006755972281098366	0.01
2	15	5.964951038360596	0.0070073832757771015	0.01
2	16	6.0015459060668945	0.006762727163732052	0.01
2	17	6.048331260681152	0.006689244881272316	0.01
2	18	5.978734970092773	0.00690555851906538	0.01
2	19	6.006491661071777	0.006791811902076006	0.01
2	20	6.01821231842041	0.006708292290568352	0.01
2	21	5.974780559539795	0.006959207355976105	0.01
2	22	5.926054000854492	0.007254317402839661	0.01
2	23	5.938124179840088	0.007212607190012932	0.01
2	24	5.9567975997924805	0.007083148695528507	0.01
2	25	6.014598846435547	0.006781274452805519	0.01
2	26	5.891480445861816	0.007539886981248856	0.01
2	27	5.891812801361084	0.007520098239183426	0.01
2	28	5.899134635925293	0.00745729636400938	0.01
2	29	5.869800567626953	0.007780206389725208	0.01
2	30	5.9879679679870605	0.007050377782434225	0.01
2	31	5.831223011016846	0.00815429724752903	0.01
2	32	5.8536458015441895	0.007972460240125656	0.01
2	33	6.465455532073975	0.006662587635219097	0.01
2	34	5.842283725738525	0.008159931749105453	0.01
2	35	5.902809143066406	0.0075683146715164185	0.01
2	36	5.89068078994751	0.007628694176673889	0.01
2	37	5.875293731689453	0.00766682717949152	0.01
2	38	5.984783172607422	0.007204699795693159	0.01
2	39	5.877544403076172	0.0076903775334358215	0.01
2	40	6.001926898956299	0.007021515630185604	0.01
2	41	5.905076026916504	0.007438886445015669	0.01
2	42	5.807560920715332	0.008165932260453701	0.01
2	43	5.878370761871338	0.007625623140484095	0.01
2	44	5.991790294647217	0.007008450571447611	0.01
2	45	6.1078667640686035	0.007041543256491423	0.01
2	46	5.947636604309082	0.007256704848259687	0.01
2	47	5.819646835327148	0.0080800149589777	0.01
2	48	5.8690900802612305	0.00772772915661335	0.01
2	49	5.892645359039307	0.0075455959886312485	0.01
2	50	5.835039138793945	0.008034292608499527	0.01
2	51	5.902965068817139	0.007670207414776087	0.01
2	52	5.823144435882568	0.008087330497801304	0.01
2	53	6.0205583572387695	0.0070646898820996284	0.01
2	54	5.9581475257873535	0.007278051692992449	0.01
2	55	5.800601482391357	0.008328775875270367	0.01
2	56	5.831689357757568	0.008077139966189861	0.01
2	57	4.834857940673828	0.022581294178962708	0.01
3	0	6.134156703948975	0.006886948831379414	0.01
3	1	5.847470760345459	0.007905183359980583	0.01
3	2	5.86186408996582	0.007765296846628189	0.01
3	3	6.213315963745117	0.006650544237345457	0.01
3	4	5.8425421714782715	0.00792035460472107	0.01
3	5	5.874298095703125	0.007674991153180599	0.01
3	6	5.90228271484375	0.007666802499443293	0.01
3	7	5.969091892242432	0.007112190127372742	0.01
3	8	5.8736186027526855	0.00767498416826129	0.01
3	9	5.874411582946777	0.007664946839213371	0.01
3	10	5.856107711791992	0.007794276345521212	0.01
3	11	5.859440803527832	0.007772509474307299	0.01
3	12	5.83738899230957	0.007946639321744442	0.01
3	13	5.93991231918335	0.007343695964664221	0.01
3	14	5.871098041534424	0.007785361725836992	0.01
3	15	6.1258955001831055	0.007049497216939926	0.01
3	16	5.86435079574585	0.007784104440361261	0.01
3	17	5.8309736251831055	0.007983985356986523	0.01
3	18	5.819328784942627	0.00810899119824171	0.01
3	19	5.78819465637207	0.008328220807015896	0.01
3	20	5.9278364181518555	0.007553190924227238	0.01
3	21	5.767604827880859	0.00848796684294939	0.01
3	22	5.768588542938232	0.008526992984116077	0.01
3	23	6.016059398651123	0.007339926902204752	0.01
3	24	5.975712776184082	0.007282839622348547	0.01
3	25	5.744561195373535	0.008692259900271893	0.01
3	26	5.711615085601807	0.008986547589302063	0.01
3	27	5.825963020324707	0.008109359070658684	0.01
3	28	5.766228199005127	0.008512863889336586	0.01
3	29	5.742857456207275	0.008726623840630054	0.01
3	30	5.869190216064453	0.008068843744695187	0.01
3	31	5.744273662567139	0.008823662996292114	0.01
3	32	6.276848793029785	0.007097440306097269	0.01
3	33	5.816977500915527	0.008229546248912811	0.01
3	34	5.785678386688232	0.008361759595572948	0.01
3	35	5.829777240753174	0.008092627860605717	0.01
3	36	5.823025226593018	0.008176001720130444	0.01
3	37	5.742956161499023	0.00876051839441061	0.01
3	38	5.8090972900390625	0.008379880338907242	0.01
3	39	5.762740135192871	0.008628069423139095	0.01
3	40	5.741199016571045	0.008867932483553886	0.01
3	41	5.920321464538574	0.008240419439971447	0.01
3	42	6.292510986328125	0.006744611542671919	0.01
3	43	5.759807586669922	0.008652509190142155	0.01
3	44	5.790595531463623	0.008378090336918831	0.01
3	45	5.946455478668213	0.007618180941790342	0.01
3	46	5.878917217254639	0.0077970209531486034	0.01
3	47	5.853942394256592	0.007865659892559052	0.01
3	48	5.861941814422607	0.007841784507036209	0.01
3	49	5.804459571838379	0.008240044116973877	0.01
3	50	5.815154552459717	0.008142667822539806	0.01
3	51	5.834288120269775	0.008000398054718971	0.01
3	52	5.773500919342041	0.008468118496239185	0.01
3	53	5.753353118896484	0.008647993206977844	0.01
3	54	5.774572849273682	0.008451416157186031	0.01
3	55	5.791755676269531	0.008308183401823044	0.01
3	56	5.8029303550720215	0.00830769818276167	0.01
3	57	4.710574626922607	0.024812281131744385	0.01
4	0	5.707021713256836	0.009099563583731651	0.01
4	1	5.655721664428711	0.009481179527938366	0.01
4	2	5.931946754455566	0.008164135739207268	0.01
4	3	5.666871070861816	0.009392611682415009	0.01
4	4	6.1224493980407715	0.007669840008020401	0.01
4	5	6.011366367340088	0.007738147862255573	0.01
4	6	5.714189529418945	0.009019091725349426	0.01
4	7	5.6654582023620605	0.009392712265253067	0.01
4	8	5.734581470489502	0.00879522692412138	0.01
4	9	5.705091953277588	0.009030098095536232	0.01
4	10	5.683537483215332	0.009228291921317577	0.01
4	11	5.7433881759643555	0.008790296502411366	0.01
4	12	5.726375579833984	0.008880415000021458	0.01
4	13	5.719668388366699	0.008911476470530033	0.01
4	14	5.9192423820495605	0.007893766276538372	0.01
4	15	5.879279613494873	0.008216151967644691	0.01
4	16	5.487902641296387	0.011287647299468517	0.01
4	17	5.548429489135742	0.010702713392674923	0.01
4	18	5.673543930053711	0.009477564133703709	0.01
4	19	5.676572322845459	0.009485299699008465	0.01
4	20	5.62453031539917	0.010060228407382965	0.01
4	21	6.96533203125	0.00742272799834609	0.01
4	22	5.585568904876709	0.010215909220278263	0.01
4	23	5.842811107635498	0.008527365513145924	0.01
4	24	5.972923755645752	0.007500182371586561	0.01
4	25	5.959054946899414	0.0075624193996191025	0.01
4	26	5.939034938812256	0.007455086335539818	0.01
4	27	5.737945556640625	0.008864302188158035	0.01
4	28	5.797071933746338	0.008341188542544842	0.01
4	29	5.790794849395752	0.008403836749494076	0.01
4	30	5.997665882110596	0.007441096939146519	0.01
4	31	5.9549713134765625	0.007442041300237179	0.01
4	32	5.8627166748046875	0.007985332049429417	0.01
4	33	5.78548002243042	0.008428417146205902	0.01
4	34	5.874574184417725	0.007820364087820053	0.01
4	35	5.971843242645264	0.007354580331593752	0.01
4	36	5.926137447357178	0.007479241117835045	0.01
4	37	5.964941024780273	0.007316278759390116	0.01
4	38	5.955739498138428	0.007278051692992449	0.01
4	39	5.8563408851623535	0.007843734696507454	0.01
4	40	5.84319543838501	0.007938170805573463	0.01
4	41	5.890554428100586	0.007811257615685463	0.01
4	42	5.81829309463501	0.008345747366547585	0.01
4	43	5.708735466003418	0.009067591279745102	0.01
4	44	5.776445388793945	0.00850986409932375	0.01
4	45	5.903167247772217	0.007997668348252773	0.01
4	46	5.915346622467041	0.007732684724032879	0.01
4	47	6.059093475341797	0.007242708466947079	0.01
4	48	5.5945725440979	0.01011213380843401	0.01
4	49	5.847912788391113	0.008228430524468422	0.01
4	50	6.464668273925781	0.007254139985889196	0.01
4	51	5.657314300537109	0.009554392658174038	0.01
4	52	5.874605655670166	0.008165780454874039	0.01
4	53	5.81435489654541	0.008335186168551445	0.01
4	54	5.761236190795898	0.008628961630165577	0.01
4	55	6.165256977081299	0.006805055774748325	0.01
4	56	5.924950122833252	0.007576386444270611	0.01
4	57	4.940349578857422	0.021071160212159157	0.01
5	0	5.9579267501831055	0.007263537496328354	0.01
5	1	5.8482255935668945	0.007955948822200298	0.01
5	2	5.869596481323242	0.0077887470833957195	0.01
5	3	5.96649169921875	0.007195665035396814	0.01
5	4	5.883308410644531	0.007660992909222841	0.01
5	5	5.863210678100586	0.007771640550345182	0.01
5	6	5.825489044189453	0.00804675742983818	0.01
5	7	6.015608787536621	0.007031981833279133	0.01
5	8	5.856461524963379	0.007806981448084116	0.01
5	9	5.860253810882568	0.007789534982293844	0.01
5	10	5.735050678253174	0.008759433403611183	0.01
5	11	5.80558967590332	0.008279642090201378	0.01
5	12	5.882670879364014	0.007666207384318113	0.01
5	13	5.877858638763428	0.007984809577465057	0.01
5	14	5.8865532875061035	0.008095703087747097	0.01
5	15	5.717164516448975	0.008949736133217812	0.01
5	16	5.9464592933654785	0.008105568587779999	0.01
5	17	5.765781879425049	0.00866390485316515	0.01
5	18	5.812472820281982	0.008349082432687283	0.01
5	19	5.893869400024414	0.008546534925699234	0.01
5	20	5.802468776702881	0.009067763574421406	0.01
5	21	5.7490105628967285	0.008788509294390678	0.01
5	22	5.6692891120910645	0.009472846984863281	0.01
