epoch	loss	probs	lr
1	5.96279658120254	0.00735326712662033	0.01
2	5.937717667941389	0.007532858378093304	0.01
3	5.844820976257324	0.008293818216770887	0.01
4	5.832727054069782	0.00865130922917662	0.01
5	5.807117412830221	0.008785294023631462	0.01
6	5.7696496289351895	0.008933304206885654	0.01
7	5.771937066111072	0.009260674416697744	0.01
8	5.728684186935425	0.009657155088116896	0.01
9	5.54302112809543	0.011766370546458096	0.01
10	5.856138023836859	0.00901808722972356	0.01
11	5.619787873892949	0.010582714453981868	0.01
12	5.6168199489856585	0.011135717709388199	0.01
13	5.534583395925061	0.01227477443372381	0.01
14	5.53802831419583	0.012144281673405704	0.01
15	5.432676298864957	0.013591858172981903	0.01
16	5.411997630678374	0.013895002547009238	0.01
17	5.473084178464166	0.013598228804767132	0.01
18	5.389733758465997	0.014597655787807086	0.01
19	5.261168303160832	0.016933143588489498	0.01
20	5.31534220432413	0.015917339811808075	0.01
21	5.241681641545789	0.017477072277588063	0.01
22	5.214062814054818	0.018420476803620314	0.01
23	5.124728704320973	0.01973121563486498	0.01
24	5.161149789547098	0.020178120663582252	0.01
25	5.110091546486164	0.02099532428486594	0.01
26	4.93718501206102	0.02373469179367711	0.01
27	5.064972848727785	0.0233615358713372	0.01
28	4.896918740765802	0.02642636783099894	0.01
29	4.842645439608344	0.027771687584704365	0.01
30	4.858343424468205	0.027399102354357982	0.01
31	4.701773125549843	0.031058708719652276	0.01
32	4.904989530300272	0.02783457832089786	0.01
33	4.815731373326532	0.030625448787006838	0.01
34	4.504152894020081	0.04150828259900726	0.01
35	4.567600838069258	0.040491142791920696	0.01
36	4.683310007226878	0.03806927344151612	0.01
37	4.306339206366704	0.051354186352470826	0.01
38	4.475409454312818	0.04425941985742799	0.01
39	4.352643004779158	0.049699990271494306	0.01
40	4.328542438046686	0.05511891883637371	0.01
41	4.364491923102017	0.054261247466864254	0.01
42	4.163119394203712	0.06277289533794954	0.01
43	4.024747203136313	0.07796133653228653	0.01
44	4.06219810041888	0.07507650843211289	0.01
45	3.98719047677928	0.09199487485376925	0.01
46	3.8737598041008257	0.10891517091157107	0.01
47	3.7652409857717055	0.11519444476941536	0.01
48	3.3694125413894653	0.16047758721457472	0.01
49	3.5234202475383363	0.14361102044068533	0.01
50	3.528112555372304	0.14983988373444	0.01
51	3.6233392481146187	0.14225228053742442	0.01
52	3.3042263738040267	0.1745182990642457	0.01
53	3.4294509147775583	0.16349324166517834	0.01
54	3.189619101327041	0.18829479344703	0.01
55	3.2072032361195006	0.19334889460226584	0.01
56	3.2303377554334443	0.19716980603748355	0.01
57	3.1356188367153037	0.20823123139040223	0.01
58	3.0164751369377663	0.22279133917442684	0.01
59	3.2083480193697174	0.21519424072627363	0.01
60	2.9505460447278518	0.24186228652452602	0.01
61	2.9217815913003067	0.2593673141994353	0.01
62	3.041395892357004	0.2394458943142973	0.01
63	3.02331005704814	0.23372004348142394	0.01
64	2.8388017416000366	0.2637222075256808	0.01
65	3.007292961252147	0.2412119792967007	0.01
66	2.765309424235903	0.28241763315324125	0.01
67	2.659143030643463	0.31455192124021464	0.01
68	2.8411993836534433	0.2610659019957329	0.01
69	2.865306323972242	0.27486977225233766	0.01
70	2.388812083622505	0.3429354457505818	0.01
71	2.7385658334041465	0.28863469292891436	0.01
72	2.650511679978206	0.28824701391417407	0.01
73	2.582641531681192	0.311657608711514	0.01
74	2.6762934666255425	0.29364414153427915	0.01
75	2.516760006033141	0.33990445386233004	0.01
76	2.6247823248649467	0.3281508723980394	0.01
77	2.7067940050158006	0.3011409307605234	0.01
78	2.4200176123915047	0.36626329375752087	0.01
79	2.7507535609705696	0.29146669830741556	0.01
80	2.519941508769989	0.3546644148641619	0.01
81	2.5448167159639556	0.34557886100534735	0.01
82	2.4382273040968796	0.36896817617375277	0.01
83	2.322145881323979	0.3811829508892421	0.01
84	2.528562097713865	0.3733240760348994	0.01
85	2.162992742554895	0.41484832301222047	0.01
86	2.249069361851133	0.3817363204113368	0.01
87	2.174547888081649	0.4602214462798217	0.01
88	2.2931994590266	0.406005820323681	0.01
89	2.5754605562522492	0.3410668971723524	0.01
90	2.3407445591071556	0.3995119710934573	0.01
91	2.302747438693869	0.40843291760518635	0.01
92	2.104750536639115	0.4381301498104786	0.01
93	2.1465848088264465	0.4645154424782457	0.01
94	2.3533403482930413	0.39028254742252416	0.01
95	2.225181487099878	0.4114384391698344	0.01
96	2.348691779991676	0.41087086241820764	0.01
97	2.1188235776177766	0.4555314862779502	0.01
98	2.1012025609098632	0.48781367982256	0.01
99	2.4040621806835305	0.37832634330823506	0.01
100	2.1279695794500153	0.45259562340275994	0.01
101	1.8384185351174454	0.5272780808395353	0.001
102	1.7838930785655975	0.6028224091077673	0.001
103	1.6679292485631745	0.6219584777437407	0.001
104	1.653806163319226	0.6031236728203708	0.001
105	1.7065392311277061	0.5839435039409275	0.001
106	1.4887647412974259	0.6533845180067522	0.001
107	1.6348547318886066	0.6095391113696427	0.001
108	1.6385915906264865	0.6147885810712288	0.001
109	1.5762610815722367	0.6473460331045348	0.001
110	1.685438921739315	0.6009844495304699	0.001
111	1.6266007670040787	0.6175224963447143	0.001
112	1.5108475983142853	0.6604558165217268	0.001
113	1.557751330836066	0.6471864858577991	0.001
114	1.4872200427384212	0.660395457056062	0.001
115	1.577302095191232	0.6562663892219807	0.001
116	1.6908888539363598	0.6039264299746218	0.001
117	1.486786556654963	0.6794674874379717	0.001
118	1.5434189325776593	0.6753499014624234	0.001
119	1.4132203675549606	0.7066443166856108	0.001
120	1.640240309567287	0.6290431310390604	0.001
121	1.636528371736921	0.640031561255455	0.001
122	1.4391004278742034	0.6821576963210928	0.001
123	1.5696804184338142	0.6615946287738865	0.001
124	1.5058733790085232	0.6519250993070931	0.001
125	1.55433409481213	0.646199986595532	0.001
126	1.429058298982423	0.6840897002096834	0.001
127	1.5705001487814148	0.6727359330859678	0.001
128	1.5367058196972156	0.6321456953883171	0.001
129	1.4998875424779694	0.6818301549245571	0.001
130	1.4540192957582145	0.6958210136869858	0.001
131	1.46705342264011	0.7085625811897475	0.001
132	1.4185047129104877	0.6998680038698788	0.001
133	1.7088986542718163	0.6033249055517131	0.001
134	1.4010080212149127	0.707492389041802	0.001
135	1.5575963823959744	0.6610020265497011	0.001
136	1.6351359311876625	0.6451261611334209	0.001
137	1.3761358466641656	0.7029560770967911	0.001
138	1.5513638545726907	0.6624906021973183	0.001
139	1.4933558538042266	0.6902635405803549	0.001
140	1.3574159864721627	0.7059993671959844	0.001
141	1.2918053536579526	0.7458965254241022	0.001
142	1.6016313371987179	0.660260037872298	0.001
143	1.4661798035276348	0.6970501557506364	0.001
144	1.4998977626192158	0.6613643929876131	0.001
145	1.4707955245313973	0.6721908712181551	0.001
146	1.4781514067074348	0.691745194381681	0.001
147	1.4703069699221645	0.7249399865495747	0.001
148	1.1977362591644813	0.7767270870249847	0.001
149	1.47432175175897	0.6749474894383858	0.001
150	1.4908497312973286	0.6664052757209745	0.001
151	1.3599175821090568	0.7294776069706884	0.001
152	1.3658694409090897	0.7359282050667137	0.001
153	1.3698041459609722	0.7077227502033628	0.001
154	1.3509748896648144	0.7197030032503193	0.001
155	1.5151586214016224	0.6921524713779318	0.001
156	1.3624223388474563	0.7187767362800138	0.001
157	1.3843586989517869	0.7169249946701115	0.001
158	1.5058902378739982	0.6688629106200975	0.001
159	1.3534453398194806	0.7139556978283257	0.001
160	1.3711636436396633	0.7488217770025648	0.001
161	1.3911563127205289	0.7252410460135033	0.001
162	1.516406273019725	0.6520932856304892	0.001
163	1.4614854814677403	0.6915665325419657	0.001
164	1.3025871258357475	0.7389824857999538	0.001
165	1.288664499233509	0.7365298019400959	0.001
166	1.2559695536720341	0.7712932722321872	0.001
167	1.4598219785197029	0.690742253743369	0.001
168	1.3776414250505382	0.7377352586080288	0.001
169	1.2449426013847877	0.7566230975348374	0.001
170	1.3623594107299015	0.7564690760497389	0.001
171	1.3438922845084091	0.7233584805809218	0.001
172	1.383763352344776	0.7254927050450752	0.001
173	1.2459104759939785	0.7685046601912071	0.001
174	1.3958952509123703	0.694803077599098	0.001
175	1.2770264487842033	0.7543217401052343	0.001
176	1.3150490357958038	0.7419515385709959	0.001
177	1.31358209663424	0.7257138336526936	0.001
178	1.4309002068536034	0.7408722546593897	0.001
179	1.2098035339651436	0.7769591130059341	0.001
180	1.4170967576832607	0.7174249111578382	0.001
181	1.3983958086063122	0.7306097555777122	0.001
182	1.3097389864510502	0.7547590927831058	0.001
183	1.5808784334824002	0.6577552893552286	0.001
184	1.3104565647141686	0.7373110610863258	0.001
185	1.3598964327368244	0.7183758744905735	0.001
186	1.1686673986500706	0.8106153427526869	0.001
187	1.3220001808528243	0.7457174242570482	0.001
188	1.3673447904915645	0.7304509461953722	0.001
189	1.4426057595631172	0.7014328323561569	0.001
190	1.2778952039521316	0.7638538176643437	0.001
191	1.367547401066484	0.736830949269492	0.001
192	1.2771399010872018	0.7474080401247946	0.001
193	1.4230117643701619	0.728693652769615	0.001
194	1.328860410328569	0.7468622527245817	0.001
195	1.2679321385663131	0.7636673846121492	0.001
196	1.2699832279106666	0.7743009303150505	0.001
197	1.2197049126542847	0.7671448341731367	0.001
198	1.2757100750660073	0.7659323410741214	0.001
199	1.251396741332679	0.7677941317188328	0.001
200	1.215936491201664	0.791459002371492	0.001
201	1.1769113663969368	0.8178281583662691	0.00010000000000000002
202	1.3206179696938087	0.7637637838207442	0.00010000000000000002
203	1.32222308680929	0.7739314113197655	0.00010000000000000002
204	1.23172950436329	0.7819063375736105	0.00010000000000000002
205	1.2813412249088287	0.7536667015018135	0.00010000000000000002
206	1.3050402382324482	0.7604263224478426	0.00010000000000000002
207	1.1471113891437137	0.8051840359794682	0.00010000000000000002
208	1.132534921169281	0.8225547255113207	0.00010000000000000002
209	1.2276499990759224	0.7939128459527575	0.00010000000000000002
210	1.242825604718307	0.7960221623552257	0.00010000000000000002
211	1.1525045047546256	0.8139686990400841	0.00010000000000000002
212	1.182558994868706	0.7917224379449055	0.00010000000000000002
213	1.1215685986239334	0.8201084938542597	0.00010000000000000002
214	1.1225287390166316	0.8154394770490712	0.00010000000000000002
215	1.2524526931088547	0.7863683027440104	0.00010000000000000002
216	1.1519442046510762	0.813395139986071	0.00010000000000000002
217	1.2602128263177543	0.7739111734875317	0.00010000000000000002
218	1.1994365700360001	0.7712015566127054	0.00010000000000000002
219	1.2354302832792545	0.8049089651683281	0.00010000000000000002
220	1.1773030716797401	0.7909239741234944	0.00010000000000000002
221	1.2504873357970139	0.7900927077079641	0.00010000000000000002
222	1.2505760141487778	0.7788350350897888	0.00010000000000000002
223	1.1919083872745777	0.8164119658799007	0.00010000000000000002
224	1.2258281337803807	0.7801339436193993	0.00010000000000000002
225	1.2274311575396308	0.8034279562275985	0.00010000000000000002
226	1.1165037782027805	0.8205930806439499	0.00010000000000000002
227	1.3293710196840351	0.7586953049076015	0.00010000000000000002
228	1.2596685598636497	0.7669355663759955	0.00010000000000000002
229	1.107213606094492	0.823727633418708	0.00010000000000000002
230	1.1475669484713982	0.8297199000572336	0.00010000000000000002
231	1.1922317979664638	0.7964361808423338	0.00010000000000000002
232	1.275093184462909	0.7842231531595362	0.00010000000000000002
233	1.2305245420028423	0.7951215181885094	0.00010000000000000002
234	1.2870147361837585	0.7673496239144226	0.00010000000000000002
235	1.1644083631449733	0.806006254307155	0.00010000000000000002
236	1.2521851915737678	0.7812324371831171	0.00010000000000000002
237	1.1207116061243518	0.8248128423403049	0.00010000000000000002
238	1.1591291396782315	0.8052433888460028	0.00010000000000000002
239	1.2578837840721524	0.7964714858038672	0.00010000000000000002
240	1.2011384265176182	0.8181737733298334	0.00010000000000000002
241	1.0955297741396675	0.8151163654080753	0.00010000000000000002
242	1.2071826745723855	0.8095627951210943	0.00010000000000000002
243	1.198796705953006	0.8031357218479288	0.00010000000000000002
244	1.2122835393609672	0.807023407570247	0.00010000000000000002
245	1.1044176745003667	0.8320758491754532	0.00010000000000000002
246	1.0923389175842548	0.8299745079772226	0.00010000000000000002
247	1.1843544429746167	0.8411569713518537	0.00010000000000000002
248	1.2105647366622398	0.8110199072237673	0.00010000000000000002
249	1.308197245515626	0.7631246468116497	0.00010000000000000002
250	1.2035405450853809	0.8073431787819698	0.00010000000000000002
251	1.1425598870063651	0.8293086454786104	0.00010000000000000002
